"Date","Stock-1","Stock-2","Stock-3","Stock-4","Stock-5","Stock-6","Stock-7","Stock-8","Stock-9","Stock-10","Stock-11","Stock-12","Stock-13","Stock-14","Stock-15","Stock-16","Stock-17","Stock-18","Stock-19","Stock-20","Stock-21","Stock-22","Stock-23","Stock-24","Stock-25","Stock-26","Stock-27","Stock-28","Stock-29","Stock-30","Stock-31","Stock-32","Stock-33","Stock-34","Stock-35","Stock-36","Stock-37","Stock-38","Stock-39","Stock-40","Stock-41","Stock-42","Stock-43","Stock-44","Stock-45","Stock-46","Stock-47","Stock-48","Stock-49","Stock-50","Stock-51","Stock-52","Stock-53","Stock-54","Stock-55","Stock-56","Stock-57","Stock-58","Stock-59","Stock-60","Stock-61","Stock-62","Stock-63","Stock-64","Stock-65","Stock-66","Stock-67","Stock-68","Stock-69","Stock-70","Stock-71","Stock-72","Stock-73","Stock-74","Stock-75","Stock-76","Stock-77","Stock-78","Stock-79","Stock-80","Stock-81","Stock-82","Stock-83","Stock-84","Stock-85","Stock-86","Stock-87","Stock-88","Stock-89","Stock-90","Stock-91","Stock-92","Stock-93","Stock-94","Stock-95","Stock-96","Stock-97","Stock-98","Stock-99","Stock-100"
1999-01-01,10.1842219776462,8.45875586701597,6.146963898659,9.62857028989176,5.56800089231403,4.39662719972121,3.70142939648118,6.40082465047033,5.24907629691941,-1.97970797716957,3.16640728377974,4.24184950422358,3.67520120110045,2.25359166228378,9.39798154775022,1.06472459906986,3.52003290707355,3.82933335030858,3.82244457254959,2.19080430330155,7.451531633466,0.809524808565328,9.31661262713845,7.75524947435158,7.86146187011369,9.35958260673093,0.906922259655916,7.60397023385772,5.78997050893832,0.0335215591006923,4.16479933706319,8.77060091185634,6.44632660992441,9.35662249289941,5.14262085759439,0.831414275566518,4.3187613866714,0.303029031719025,6.00776537749312,5.82725607009744,1.82530198003868,4.01572020153145,3.27328908112255,9.11288239269877,2.5439852351993,7.94558036095179,2.54098331142189,4.75410134435584,0.561805631359814,5.84145383987825,5.79195854450992,1.30518451955031,5.27100681450399,1.49653489217426,6.19684142077858,9.96681695712982,2.72139072270892,3.81366648451896,7.54626715259813,7.04219843989272,6.41497584339154,4.20498706594523,11.5726111220429,6.32139592686354,2.90403048608808,6.25636791814884,2.36036403052015,6.5578104182894,10.5377416377187,4.42509754729928,4.82910457721861,0.954822239083335,6.1768720504104,5.20591772002941,4.55146986737251,5.86905483482209,9.00818920115967,0.95675283203287,-2.30996870787264,1.73477806111723,5.886700368585,7.76653108416687,4.73654190638132,7.10387003382656,3.44881005649529,6.0565377327069,8.87947526944465,1.65409525238733,5.07406817284529,8.91438596156914,3.64782382722698,8.81185122343116,2.18143510859687,0.421585208351955,2.44654874702182,5.24223208157193,0.636548228483913,3.70814203069232,-0.400483944175812,5.84459771318976
1999-01-02,6.81272362948111,-1.53204788281131,0.442318057731158,11.322554292665,5.92912684077732,5.33810672971809,7.7101974705134,9.11950790387745,4.25404292008151,7.04951101348494,2.29595812244909,7.4066440119316,3.16645527264543,4.7706638079859,4.5275133319966,3.37911653107072,9.36637840299441,1.44402749382362,7.75070023541083,9.02989441484878,5.28090759143393,1.13670202389652,5.94353176627823,7.46655617129608,0.29815704224247,12.1613518521255,2.80933737820399,6.16350453716261,8.88601656721737,8.45279973070317,2.72432285794445,3.20455843222416,5.46726484866591,0.661880842176508,7.14362752266664,6.24696631438928,3.660970562791,1.35431775425928,2.97782801416651,7.52351344265793,3.05166719115853,3.41081557378888,2.00708375876978,7.96509763116722,3.45542381448364,8.12951307705415,2.88587856555598,3.46650565295995,4.2722881244754,5.91057317562961,3.02822721692426,8.38052988951008,0.65891948369194,8.43246722794724,-0.61213044588099,1.09263682212603,6.61269750566463,7.85555068076777,6.52743732663705,4.33932320997215,7.29721763211445,3.62709870380476,2.58437770832556,4.35347564758485,11.4601722903599,5.16906164146628,5.51740667100559,11.4644318211612,-0.0392082661111584,2.44060017644588,1.36052774887481,6.13661887898639,5.02420621393217,5.58379216311163,7.18714261824137,6.25905379743953,6.96866478909858,7.89422582412345,5.01664251404811,-1.79503585923243,2.54883587914511,3.11787665083297,6.91897322176156,5.6282494528179,0.584712134174466,8.31040265441288,6.39969055947217,5.8410816166712,7.7403454048255,0.200197723884246,2.60063716229355,3.47406738950906,1.75339478636702,2.10276620733083,11.0182822347448,6.55589327028381,4.69511966963029,9.25163036945747,7.32144351203588,3.39100808301079
1999-01-03,7.47639118092201,5.18742648382786,5.30893788896753,4.77550445406216,8.19152861343526,3.14795908690698,4.60170617388316,7.83127040179686,3.21484297902103,3.73362688687891,5.81168513707442,6.89383192817676,5.86966211060753,0.866476523507882,-0.862740690238898,1.78971435824105,7.4653358353604,3.80399213793974,3.52503912940653,7.59388433414095,5.60372217591872,7.62465458706512,4.94927622885697,5.78782621049357,9.26472448727582,5.37173478235543,2.92283432091324,8.1518444327056,2.61908689220519,5.88250078440742,6.7443808028385,5.81524022658416,0.907992870154831,1.65073242937857,-1.86414406244318,3.79134382348844,3.09373994154747,7.53518198861372,5.43452501655289,5.90051593082649,8.67626695826108,4.08677210616666,4.0350642179162,1.74034250260546,7.77473894596462,7.23242036296419,1.91317325619035,11.5060212338106,0.276994403610699,7.5589401190963,5.51556930719072,3.31340525192083,8.92339545944692,3.9732223802861,6.27147027273841,7.71458577666444,7.72576766923259,6.74082564834282,-1.80765834261264,5.5492911055556,0.0827288672322934,2.3713953638212,5.21768218024879,4.01632020657439,2.6827946879188,6.0891799624145,6.06826496089221,11.5864069005494,6.81314056019522,4.61808069753605,5.89238328581784,5.68667790562951,8.52994843290329,2.42020799655866,7.31647012463265,13.9447651147514,6.85717791993966,1.27118068603549,7.35611357092362,5.58159777969134,6.01608739147797,4.78008618301768,-1.15331433088423,11.4057314388888,5.45092482166243,5.40240996245221,1.91906659580388,1.79611114405463,5.62496136648855,3.83799588239625,2.88579561642529,-0.541478545806691,5.48702028563048,6.99161922350937,9.65701400321577,6.05972101789481,6.89928213533453,11.0538228793867,1.39681042827127,5.05235322864896
1999-01-04,5.99496329022979,3.38337026922435,1.91223237088546,5.22928449174057,4.39336332468191,1.72193481260629,5.34162653140009,7.42051582371464,7.40910470004391,2.80946142839583,1.53883528477228,6.45361004870377,7.73513306211675,6.76645303689426,6.98319091617651,10.5101413672548,4.71122138227309,5.12632909564616,2.77892978380109,6.27601369745801,-1.12173533743199,5.73534480334198,4.26937741425448,3.56907079517163,5.06595509934746,10.6737477505853,4.50581749993713,0.492370701770053,7.0020486262039,6.65398914533286,8.25896912253544,4.77303283121547,2.54070483530181,2.81416545742076,4.27236894727994,6.31550538550849,4.37520615242336,2.01325441521935,4.53233425971006,12.2753100354065,3.29013768952974,4.53447939377984,0.0503853929374802,1.34937765154038,3.97911396853867,0.916307000565219,3.41774311665011,10.7822180237072,4.86888072641487,3.69428271507325,11.6144843034902,8.29433808241314,1.86497581414635,5.43699010853936,3.40191379886731,5.75817490644985,2.31942746374477,-0.424105321097661,5.73792588504346,0.944471371481985,3.48093004460793,6.53930611978897,7.88135493640812,6.15189303160378,2.19590296816284,4.78522995928853,8.27149273905352,3.95785016572877,6.59337324138056,9.84016923756346,5.10934587400406,4.75646113945911,8.84006895646202,6.93495698730368,3.05176503841525,8.40782972963517,2.10512581365203,0.299589812432746,6.41426973961803,0.809479603943608,1.85898424976389,8.11105266952935,0.798723876539584,4.25370816202586,2.32311795819426,9.57530845713867,5.30062862462297,5.02140128495988,4.50833123378774,2.71095541549078,0.51184748340689,7.33948753019439,3.30207895427751,-1.38348252141427,1.36058183150197,6.01136656453272,2.85567733237881,4.07115046385805,-0.284708580026427,-2.6864103221099
1999-01-05,6.36546518736628,4.44338893624472,5.17969993166821,4.14114577774279,8.94671195714471,7.83968568989662,3.90463527650326,5.94590344164896,5.3399556307168,10.5438183637605,2.94720366315654,0.305969121055687,5.56141125069804,6.09303296014507,5.74233465621562,2.95606837761394,7.15369534842868,2.33240227622231,-0.660380542450939,2.03255269710508,1.36257720881168,3.53286566905291,5.83066216052562,11.3933620156156,2.44008143214331,5.3389411056969,4.87564910539342,1.84022587500753,5.24733420815433,9.53189780599862,3.68938497765903,0.377697895636937,7.8921363092527,4.29215298133686,3.80230595307729,6.77048376368911,7.32240687575143,10.6984089830978,0.350996656339433,3.60715970769031,7.8475303561229,2.06543439359259,3.45171427332342,1.69979620103771,5.92691632812964,5.14488412018036,4.11127815364264,8.01412831198655,6.81617630457698,1.1750739914884,13.5481877322458,5.97486749559026,2.97890858996652,5.83488867068758,2.66259802109887,10.4421046076195,6.44038213275253,8.62065695091095,2.66571742830491,3.62801548935348,8.5672492358815,0.598442001557207,5.90663174553238,6.0080501428557,0.708471861765373,3.42663862873927,3.47524171017439,5.45030851647061,6.55018265883877,4.3039939859581,4.90822856812072,6.76618752881643,6.75674273170102,8.8230035960955,2.16234921699121,6.31901705506773,6.60696098667601,0.958942124202888,-2.49480846665967,4.51546093283685,13.6526277760221,7.10191710182552,3.55440167583839,6.58500126840099,5.23420405576243,6.52311608440792,5.37371190198787,2.24842834785049,8.82240311303065,7.52950611196017,7.90759957807776,1.42997999542576,6.41786841394855,3.13273221310954,3.2568517901319,6.6028162911523,10.2051050089978,7.36955839412559,2.81573492764278,7.87382414334199
1999-01-06,5.74714354360489,1.95888085463366,7.72884191932331,5.81487597269834,8.55583751735048,-0.695846556935873,0.840752622005471,3.63871208065079,3.23904975146959,1.89261452219976,5.31216618037806,5.41891559870307,3.71276811488905,2.53643791461631,5.75116623835258,3.20592686575297,1.67711928266965,9.67779991083891,7.88800228953107,5.37789318591293,6.74985910995194,7.09504895837431,5.07589543107971,7.33206285061856,6.23467335514332,9.75036678211233,1.36750782488979,8.93683514907163,6.00953581430287,2.01963408867251,4.00876578984825,3.86300236444818,2.94339705517012,5.18922391569561,6.77087921539974,5.84009502573605,6.04116104483582,6.25673979744978,3.02730149311881,3.13739155688458,6.78311316520467,9.98980952995934,0.242314668335919,5.94033560834382,10.8821451626972,2.93349453321277,5.75375478632474,-0.0313522210823143,7.67411263369045,-3.28973578449921,8.16548502232087,10.0940606230335,5.88894374147239,6.22386147423517,6.77895037464545,7.52170829703681,0.0911351790169892,5.69518878474581,4.28323530736731,1.62610815335288,7.20784661824764,1.67391342836186,2.44560044363837,11.658912220375,4.06607711183225,5.69953643006899,4.22099657119428,2.42873663008948,4.40679039294476,2.25497731764484,1.85062921769576,10.3320804388499,8.23157639862373,3.2651482331334,6.3443842545482,3.62130718792922,7.96838873391605,4.06836728013756,7.3158272182879,9.19605972591806,6.24307013578603,-0.757450175345979,1.92020099598896,3.8744407282863,6.88631566921918,1.15291342233627,0.473038237834476,3.39751362901422,4.67711256931406,0.606897201118654,4.53787597860281,6.89003433918761,7.14336554443544,2.99779694482118,9.42464923802341,5.42290367513944,6.79064513794699,7.25007820429108,4.71109062661576,3.95485382712862
1999-01-07,2.76224393644377,2.86550168518275,3.76262543635114,7.50558238658645,1.768207283198,8.17886494297193,5.99077900513631,7.51655695341504,6.2676732112241,7.45083735961511,7.88052922122272,4.31584722193398,6.46770999973777,1.91459234571263,5.38582415572212,6.86860342965846,6.36806277637353,9.9461361405282,6.46989123270306,8.10665107018601,4.22718629072033,6.2777288845576,5.53133900941805,6.99571772781847,2.46250497735009,9.12551488631956,4.9476457734781,0.350708965203205,5.05420479447889,2.23479456263247,8.08620091086987,0.967346102113873,5.78045407793817,12.7066322009029,4.47687268272197,3.76257842292793,6.06953675900469,5.60575759476962,2.09304431539727,8.1071479482789,9.41420944404975,-1.23761738007147,4.72688937045573,4.53911641683419,3.86359994616516,2.19628574148979,8.94644896980593,5.44071521076934,4.6702195502236,8.2937621146634,8.71050730197159,1.29350771963977,5.71378462379636,5.91281162604404,5.16876453636754,0.94217703412017,8.2234241358138,-0.0423564935321004,3.54468004946684,7.88501090615977,0.446053414359469,7.04937881711213,7.06678077672739,4.90509961151309,12.9259235840704,5.93516909112281,2.96157371459219,7.5689854605864,4.54017066009149,6.77776788874626,6.75399676435933,6.14908708810326,6.14863090705539,4.87355739568058,4.75862949993757,6.02219558840441,6.71841786052038,6.05979097189867,3.47545769295164,2.64318868888368,-1.07472123602993,3.78179516954184,2.78047960938766,2.56724772097261,2.28038365644893,6.49134108199719,6.210939536882,5.98304618405931,4.1827807831311,8.39444145649486,6.48637048715849,8.20961426978005,9.63685971130421,7.70256117394584,3.94841854365441,4.61868386297561,-0.0341858625771652,4.81290456513524,1.04875810734714,2.02119486280799
1999-01-08,8.29235032545875,6.70104236737046,10.9992811528403,4.05810422615646,4.64879257029853,7.56538622575122,0.03612796815941,8.60725758452476,6.87815860686729,7.42533915079585,1.95743362063995,5.42353182083354,10.1940811068605,0.0495946195799277,0.361157247845878,1.13629534526903,1.55894055292364,3.3066767349336,9.50865632533125,3.3077715736236,9.88068492489206,7.89087878372409,1.0349566825199,1.95717876179214,2.84272440652114,1.83614384617926,6.0312077433329,7.1628581165807,8.7674472885522,2.74354051664887,2.97457600632645,3.13412984172528,5.56575205153437,4.21654454680726,5.13341926406764,7.90294197814665,8.75136430723433,5.31736602598225,-1.18170999090513,3.34764405649063,1.83382329832441,5.51740863215362,4.41003752433286,4.90606726873944,2.6901749299964,3.22262952330332,4.7845520662714,9.63642735641061,6.35485069483118,3.8087681311842,2.08084898121471,6.50431695178283,7.54755928016314,3.93678250508103,5.62634142057657,5.21837744343905,8.92124321428349,3.05815441358108,6.33127507261277,3.83813300193115,0.863237717827223,3.64045355599121,11.4050599053132,4.34186327074984,5.21994820562282,3.87153833642378,6.59015201760048,8.16803460379883,4.80852391591352,6.18890117314464,9.17853400112138,6.31580106414658,4.62340559946668,9.60748725059851,-2.06376275026731,5.4750714538015,2.14756577432716,2.07689658759489,-1.50694353255015,4.39578916092664,6.06695313285835,6.42512435214239,4.22805173907627,3.94607816520745,4.33378764251084,7.18583880758778,5.03965642302587,3.17150226245064,0.655459470743768,2.01646008354315,7.32008454902816,4.05920986403319,2.63508589883093,6.1665035985433,8.80320524217385,3.60127641610954,5.58286889599599,7.3884059761675,8.54783997079024,7.24310667775366
1999-01-09,3.88000230356265,1.83446480173797,3.49675508090294,5.30992228730496,7.97193120380797,12.8594477503136,9.47855183059376,5.22879112265493,7.07721875310022,1.75684060408424,8.6693791185479,10.3914430378208,2.82189782218536,1.99315999682876,5.24234186763641,1.71225315254587,-0.92259150318882,-0.0706339684465727,5.81472470765825,0.886964388628373,0.10062246035859,3.43287142815214,10.321254397705,-1.52421518012233,0.777419755110836,5.5652647140076,3.79116752581163,4.12655532640792,5.43437604412071,7.72414322666836,6.67623766270873,3.03898818464449,1.33055232035428,8.68727112316131,4.84326415336759,0.748323476529843,9.04845020513151,5.82309328535588,4.79478287620444,0.364740835104005,9.19457869757817,9.09395903070611,8.24721588713179,6.83814734742789,7.8252945138193,2.54968721958284,-0.672558368513842,5.66398990258294,1.90166502627642,4.74796892778413,3.79108156825386,2.63976606710221,8.26244332095459,8.00781414597424,2.27374055716288,5.91678081990084,6.0373714946788,2.69053820147674,5.40006181128209,4.80201355360953,3.02426544407871,3.08244107808902,5.09366315735081,2.94206921983384,5.7513548996285,5.68826971817423,4.96673032464051,9.82950012141614,2.58106916712547,7.41044963711729,7.76451841829229,0.659163937929206,6.80251291026494,2.76186373039581,10.8264472690613,1.94221990891212,3.79591150925739,3.05842400940891,5.34215227330772,5.64598568223148,0.790973101614521,7.88048025092241,3.5356232698645,5.97068579556245,1.31597317670976,6.19610214019047,6.89870750309667,7.18074455781592,8.98064563063788,1.97610053983107,6.30215914222182,0.810424296517849,3.32234368001787,10.2327764820619,2.81800684673556,6.60499606133431,6.71004341907076,2.36666049240909,5.77503078178965,2.01038726445906
1999-01-10,5.73717381893051,0.480599672113911,0.981112978024628,1.11548872540185,5.30480427495513,7.06881774796621,0.904539434380878,5.17740249159043,10.3953806007661,3.84392746101806,1.07161436622131,2.93064036651856,2.09212785626714,7.65579037517878,4.57899528420188,2.99796807175721,3.49376411221994,11.9730014133215,6.15552516457206,3.16673993576492,0.443683639410833,3.69316885050385,2.7787148686861,4.66130859105255,3.95245029679101,4.64569378736434,5.22363150511589,3.71749414254655,9.54196197412343,6.24404435322924,1.93737233622255,4.04913749548163,3.61979225951989,6.58084256776713,5.24835326344323,2.76408713930502,3.17922445110057,2.78425955517123,8.43001557787507,4.61615661692156,3.99196999984199,9.42508816758741,3.9119391550508,5.79612254560267,2.39738670186312,0.975971986815214,4.83624210515598,6.79032627104645,4.90161301854956,1.8708324221185,5.66240337395549,10.8231269796564,4.07709541171642,1.04569425798826,-0.270426678843009,11.4367557730816,6.86749372070154,2.71624879927926,1.48281805283308,2.6803388573074,1.82898795176894,7.78517722937133,4.80573715072191,7.34338568577009,5.8598016285808,1.26599446474782,5.97242810827318,10.7446241411691,3.01484495059869,4.35179758236315,4.28175195530534,4.14847096376688,7.31242087001241,9.00400845915938,5.39675002257085,6.77687680329596,8.45642469725626,2.74788176481453,7.5549920568328,10.313737775497,7.99725102798218,9.70279039676593,4.23152797626983,11.001341124519,6.42466202993891,3.5432188927451,1.29902778302636,6.18570069678302,7.0589194770694,9.69405095920176,1.62025078500201,9.59026611705328,4.63012216874176,9.12302690423184,11.0048557053908,2.17056045328855,5.14926340387445,3.91446166714886,-2.43527000624917,4.85339690524052
